NCD_0,NCD_1,NCD_2,NCD_3,NCD_4,NCD_5,NCD_6,AI_0,AI_1,AI_2,AI_3,AI_4,AI_5,AI_6,AS(NA)_0,AS(NA)_1,AS(NA)_2,AS(NA)_3,AS(NA)_4,AS(NA)_5,AS(NA)_6,BL_0,BL_1,BL_2,BL_3,BL_4,BL_5,BL_6,NAC_0,NAC_1,NAC_2,NAC_3,NAC_4,NAC_5,NAC_6,AS(NAC)_0,AS(NAC)_1,AS(NAC)_2,AS(NAC)_3,AS(NAC)_4,AS(NAC)_5,AS(NAC)_6,CS_0,CS_1,CS_2,CS_3,CS_4,CS_5,CS_6,AT_0,AT_1,AT_2,AT_3,AT_4,AT_5,AT_6,NA_0,NA_1,NA_2,NA_3,NA_4,NA_5,NA_6,ADL_0,ADL_1,ADL_2,ADL_3,ADL_4,ADL_5,ADL_6,NAD_0,NAD_1,NAD_2,NAD_3,NAD_4,NAD_5,NAD_6,Annotation
6,8,14,8,6,19,15,5,7,11,4,5,18,12,0.000012,0.000015,0.000024,0.000014,0.000010,0.000037,0.000028,1.000000,1.000000,1.000000,1.000000,1.000000,1.000000,1.000000,7,9,15,8,6,19,15,0.000006,0.000007,0.000012,0.000006,0.000005,0.000017,0.000013,1.000000,1.000000,1.000000,1.000000,1.000000,1.000000,1.000000,1.166667,1.125000,1.071429,1.000000,1.000000,1.000000,1.000000,7,9,14,8,6,19,15,1.166667,1.125000,1.071429,1.000000,1.000000,1.000000,1.000000,6,8,14,8,6,19,15,5.5
8,14,8,6,19,15,3,7,11,4,5,18,12,2,0.000015,0.000024,0.000014,0.000010,0.000037,0.000028,0.000005,1.000000,1.000000,1.000000,1.000000,1.000000,1.000000,1.000000,9,15,8,6,19,15,3,0.000007,0.000012,0.000006,0.000005,0.000017,0.000013,0.000002,1.000000,1.000000,1.000000,1.000000,1.000000,1.000000,1.000000,1.125000,1.071429,1.000000,1.000000,1.000000,1.000000,1.000000,9,14,8,6,19,15,3,1.125000,1.071429,1.000000,1.000000,1.000000,1.000000,1.000000,8,14,8,6,19,15,3,19.5
8,6,19,15,3,8,31,4,5,18,12,2,7,26,0.000014,0.000010,0.000037,0.000028,0.000005,0.000014,0.000055,1.000000,1.000000,1.000000,1.000000,1.000000,1.000000,1.000000,8,6,19,15,3,8,33,0.000006,0.000005,0.000017,0.000013,0.000002,0.000006,0.000026,1.000000,1.000000,1.000000,1.000000,1.000000,1.000000,1.000000,1.000000,1.000000,1.000000,1.000000,1.000000,1.000000,1.064516,8,6,19,15,3,8,32,1.000000,1.000000,1.000000,1.000000,1.000000,1.000000,1.064516,8,6,19,15,3,8,31,9.0
6,19,15,3,8,31,12,5,18,12,2,7,26,6,0.000010,0.000037,0.000028,0.000005,0.000014,0.000055,0.000021,1.000000,1.000000,1.000000,1.000000,1.000000,1.000000,1.000000,6,19,15,3,8,33,13,0.000005,0.000017,0.000013,0.000002,0.000006,0.000026,0.000010,1.000000,1.000000,1.000000,1.000000,1.000000,1.000000,1.000000,1.000000,1.000000,1.000000,1.000000,1.000000,1.064516,1.083333,6,19,15,3,8,32,12,1.000000,1.000000,1.000000,1.000000,1.000000,1.064516,1.083333,6,19,15,3,8,31,12,8.0
12,6,10,8,9,12,14,6,6,8,6,7,10,13,0.000021,0.000011,0.000020,0.000018,0.000016,0.000021,0.000024,1.000000,1.000000,1.000000,1.000000,1.000000,1.000000,1.000000,13,6,12,15,9,13,14,0.000010,0.000005,0.000011,0.000014,0.000007,0.000010,0.000011,1.000000,1.000000,1.000000,1.000000,1.000000,1.000000,1.000000,1.083333,1.000000,1.200000,1.125000,1.000000,1.083333,1.000000,12,6,10,9,9,12,14,1.083333,1.000000,1.200000,1.875000,1.000000,1.083333,1.000000,12,6,10,8,9,12,14,12.5
6,10,8,9,12,14,11,6,8,6,7,10,13,12,0.000011,0.000020,0.000018,0.000016,0.000021,0.000024,0.000022,1.000000,1.000000,1.000000,1.000000,1.000000,1.000000,1.000000,6,12,15,9,13,14,13,0.000005,0.000011,0.000014,0.000007,0.000010,0.000011,0.000010,1.000000,1.000000,1.000000,1.000000,1.000000,1.000000,1.000000,1.000000,1.200000,1.125000,1.000000,1.083333,1.000000,1.181818,6,10,9,9,12,14,13,1.000000,1.200000,1.875000,1.000000,1.083333,1.000000,1.181818,6,10,8,9,12,14,11,14.0
10,8,9,12,14,11,14,8,6,7,10,13,12,13,0.000020,0.000018,0.000016,0.000021,0.000024,0.000022,0.000026,1.000000,1.000000,1.000000,1.000000,1.000000,1.000000,1.000000,12,15,9,13,14,13,17,0.000011,0.000014,0.000007,0.000010,0.000011,0.000010,0.000014,1.000000,1.000000,1.000000,1.000000,1.000000,1.000000,1.000000,1.200000,1.125000,1.000000,1.083333,1.000000,1.181818,1.071429,10,9,9,12,14,13,15,1.200000,1.875000,1.000000,1.083333,1.000000,1.181818,1.214286,10,8,9,12,14,11,14,12.5
8,9,12,14,11,14,14,6,7,10,13,12,13,12,0.000018,0.000016,0.000021,0.000024,0.000022,0.000026,0.000028,1.000000,1.000000,1.000000,1.000000,1.000000,1.000000,1.000000,15,9,13,14,13,17,16,0.000014,0.000007,0.000010,0.000011,0.000010,0.000014,0.000014,1.000000,1.000000,1.000000,1.000000,1.000000,1.000000,1.000000,1.125000,1.000000,1.083333,1.000000,1.181818,1.071429,1.071429,9,9,12,14,13,15,15,1.875000,1.000000,1.083333,1.000000,1.181818,1.214286,1.142857,8,9,12,14,11,14,14,11.5
12,16,12,16,7,17,30,13,13,8,14,7,14,24,0.000028,0.000028,0.000019,0.000029,0.000012,0.000031,0.000070,1.000000,1.000000,0.923077,1.000000,1.000000,1.000000,0.967742,20,17,15,17,7,17,32,0.000016,0.000013,0.000011,0.000013,0.000005,0.000015,0.000032,1.000000,1.000000,1.000000,1.000000,1.000000,1.000000,1.000000,1.333333,1.062500,1.230769,1.062500,1.000000,1.000000,1.064516,16,16,11,17,7,16,32,1.666667,1.062500,1.230769,1.062500,1.000000,1.000000,1.064516,12,16,13,16,7,17,31,9.0
13,9,12,9,9,10,25,12,10,9,8,9,9,20,0.000028,0.000017,0.000024,0.000016,0.000019,0.000019,0.000043,1.000000,1.000000,1.000000,1.000000,1.000000,1.000000,0.961538,17,12,14,9,12,10,26,0.000013,0.000009,0.000013,0.000007,0.000011,0.000009,0.000021,1.000000,1.000000,1.000000,1.000000,1.000000,1.000000,1.000000,1.230769,1.111111,1.083333,1.000000,1.111111,1.000000,1.076923,16,10,13,9,10,10,25,1.307692,1.333333,1.166667,1.000000,1.333333,1.000000,1.115385,13,9,12,9,9,10,26,8.5
9,12,9,9,10,25,7,10,9,8,9,9,20,5,0.000017,0.000024,0.000016,0.000019,0.000019,0.000043,0.000012,1.000000,1.000000,1.000000,1.000000,1.000000,0.961538,1.000000,12,14,9,12,10,26,7,0.000009,0.000013,0.000007,0.000011,0.000009,0.000021,0.000005,1.000000,1.000000,1.000000,1.000000,1.000000,1.000000,1.000000,1.111111,1.083333,1.000000,1.111111,1.000000,1.076923,1.000000,10,13,9,10,10,25,7,1.333333,1.166667,1.000000,1.333333,1.000000,1.115385,1.000000,9,12,9,9,10,26,7,13.5
12,9,9,10,25,7,10,9,8,9,9,20,5,9,0.000024,0.000016,0.000019,0.000019,0.000043,0.000012,0.000016,1.000000,1.000000,1.000000,1.000000,0.961538,1.000000,1.000000,14,9,12,10,26,7,10,0.000013,0.000007,0.000011,0.000009,0.000021,0.000005,0.000008,1.000000,1.000000,1.000000,1.000000,1.000000,1.000000,1.000000,1.083333,1.000000,1.111111,1.000000,1.076923,1.000000,1.000000,13,9,10,10,25,7,10,1.166667,1.000000,1.333333,1.000000,1.115385,1.000000,1.000000,12,9,9,10,26,7,10,24.5
9,9,10,25,7,10,17,8,9,9,20,5,9,9,0.000016,0.000019,0.000019,0.000043,0.000012,0.000016,0.000020,1.000000,1.000000,1.000000,0.961538,1.000000,1.000000,1.000000,9,12,10,26,7,10,18,0.000007,0.000011,0.000009,0.000021,0.000005,0.000008,0.000014,1.000000,1.000000,1.000000,1.000000,1.000000,1.000000,1.000000,1.000000,1.111111,1.000000,1.076923,1.000000,1.000000,1.058824,9,10,10,25,7,10,12,1.000000,1.333333,1.000000,1.115385,1.000000,1.000000,1.058824,9,9,10,26,7,10,17,21.0
9,10,25,7,10,17,32,9,9,20,5,9,9,23,0.000019,0.000019,0.000043,0.000012,0.000016,0.000020,0.000052,1.000000,1.000000,0.961538,1.000000,1.000000,1.000000,1.000000,12,10,26,7,10,18,32,0.000011,0.000009,0.000021,0.000005,0.000008,0.000014,0.000026,1.000000,1.000000,1.000000,1.000000,1.000000,1.000000,1.000000,1.111111,1.000000,1.076923,1.000000,1.000000,1.058824,1.000000,10,10,25,7,10,12,30,1.333333,1.000000,1.115385,1.000000,1.000000,1.058824,1.000000,9,10,26,7,10,17,32,11.5
10,25,7,10,17,32,10,9,20,5,9,9,23,9,0.000019,0.000043,0.000012,0.000016,0.000020,0.000052,0.000019,1.000000,0.961538,1.000000,1.000000,1.000000,1.000000,1.000000,10,26,7,10,18,32,10,0.000009,0.000021,0.000005,0.000008,0.000014,0.000026,0.000009,1.000000,1.000000,1.000000,1.000000,1.000000,1.000000,1.000000,1.000000,1.076923,1.000000,1.000000,1.058824,1.000000,1.000000,10,25,7,10,12,30,10,1.000000,1.115385,1.000000,1.000000,1.058824,1.000000,1.000000,10,26,7,10,17,32,10,13.5
10,19,4,18,4,22,14,10,17,3,8,3,18,12,0.000018,0.000032,0.000007,0.000025,0.000007,0.000037,0.000025,1.000000,1.000000,1.000000,1.000000,1.000000,1.000000,1.000000,13,19,4,18,4,27,15,0.000010,0.000015,0.000004,0.000015,0.000003,0.000021,0.000012,1.000000,1.000000,1.000000,1.000000,1.000000,1.000000,1.000000,1.100000,1.000000,1.000000,1.000000,1.000000,1.090909,1.071429,11,19,4,14,4,22,15,1.300000,1.000000,1.000000,1.000000,1.000000,1.227273,1.071429,10,19,4,18,4,22,14,11.5
4,22,14,13,10,9,38,3,18,12,14,8,7,40,0.000007,0.000037,0.000025,0.000025,0.000017,0.000019,0.000075,1.000000,1.000000,1.000000,1.000000,1.000000,1.000000,1.000000,4,27,15,15,10,11,41,0.000003,0.000021,0.000012,0.000012,0.000008,0.000010,0.000035,1.000000,1.000000,1.000000,1.000000,1.000000,1.000000,1.000000,1.000000,1.090909,1.071429,1.153846,1.000000,1.111111,1.078947,4,22,15,15,10,10,41,1.000000,1.227273,1.071429,1.153846,1.000000,1.222222,1.078947,4,22,14,13,10,9,38,6.0
22,14,13,10,9,38,6,18,12,14,8,7,40,5,0.000037,0.000025,0.000025,0.000017,0.000019,0.000075,0.000010,1.000000,1.000000,1.000000,1.000000,1.000000,1.000000,1.000000,27,15,15,10,11,41,6,0.000021,0.000012,0.000012,0.000008,0.000010,0.000035,0.000005,1.000000,1.000000,1.000000,1.000000,1.000000,1.000000,1.000000,1.090909,1.071429,1.153846,1.000000,1.111111,1.078947,1.000000,22,15,15,10,10,41,6,1.227273,1.071429,1.153846,1.000000,1.222222,1.078947,1.000000,22,14,13,10,9,38,6,12.0
13,10,9,38,6,6,18,14,8,7,40,5,3,18,0.000025,0.000017,0.000019,0.000075,0.000010,0.000008,0.000033,1.000000,1.000000,1.000000,1.000000,1.000000,1.000000,1.000000,15,10,11,41,6,6,21,0.000012,0.000008,0.000010,0.000035,0.000005,0.000005,0.000017,1.000000,1.000000,1.000000,1.000000,1.000000,1.000000,1.000000,1.153846,1.000000,1.111111,1.078947,1.000000,1.000000,1.111111,15,10,10,41,6,5,20,1.153846,1.000000,1.222222,1.078947,1.000000,1.000000,1.166667,13,10,9,38,6,6,18,20.5
10,9,38,6,6,18,13,8,7,40,5,3,18,12,0.000017,0.000019,0.000075,0.000010,0.000008,0.000033,0.000022,1.000000,1.000000,1.000000,1.000000,1.000000,1.000000,1.000000,10,11,41,6,6,21,13,0.000008,0.000010,0.000035,0.000005,0.000005,0.000017,0.000010,1.000000,1.000000,1.000000,1.000000,1.000000,1.000000,1.000000,1.000000,1.111111,1.078947,1.000000,1.000000,1.111111,1.000000,10,10,41,6,5,20,13,1.000000,1.222222,1.078947,1.000000,1.000000,1.166667,1.000000,10,9,38,6,6,18,13,18.5
9,38,6,6,18,13,28,7,40,5,3,18,12,18,0.000019,0.000075,0.000010,0.000008,0.000033,0.000022,0.000050,1.000000,1.000000,1.000000,1.000000,1.000000,1.000000,1.000000,11,41,6,6,21,13,29,0.000010,0.000035,0.000005,0.000005,0.000017,0.000010,0.000024,1.000000,1.000000,1.000000,1.000000,1.000000,1.000000,1.000000,1.111111,1.078947,1.000000,1.000000,1.111111,1.000000,1.035714,10,41,6,5,20,13,29,1.222222,1.078947,1.000000,1.000000,1.166667,1.000000,1.035714,9,38,6,6,18,13,28,11.0
6,6,18,13,28,9,12,5,3,18,12,18,9,11,0.000010,0.000008,0.000033,0.000022,0.000050,0.000019,0.000024,1.000000,1.000000,1.000000,1.000000,1.000000,1.000000,0.923077,6,6,21,13,29,10,13,0.000005,0.000005,0.000017,0.000010,0.000024,0.000009,0.000011,1.000000,1.000000,1.000000,1.000000,1.000000,1.000000,1.000000,1.000000,1.000000,1.111111,1.000000,1.035714,1.111111,1.153846,6,5,20,13,29,10,13,1.000000,1.000000,1.166667,1.000000,1.035714,1.111111,1.153846,6,6,18,13,28,9,13,15.5
6,18,13,28,9,12,22,3,18,12,18,9,11,24,0.000008,0.000033,0.000022,0.000050,0.000019,0.000024,0.000047,1.000000,1.000000,1.000000,1.000000,1.000000,0.923077,0.956522,6,21,13,29,10,13,33,0.000005,0.000017,0.000010,0.000024,0.000009,0.000011,0.000027,1.000000,1.000000,1.000000,1.000000,1.000000,1.000000,1.000000,1.000000,1.111111,1.000000,1.035714,1.111111,1.153846,1.260870,5,20,13,29,10,13,27,1.000000,1.166667,1.000000,1.035714,1.111111,1.153846,1.478261,6,18,13,28,9,13,23,16.5
22,8,25,14,19,21,29,24,8,22,12,16,21,18,0.000047,0.000014,0.000044,0.000031,0.000033,0.000046,0.000057,0.956522,1.000000,1.000000,0.933333,1.000000,1.000000,1.000000,33,8,28,19,19,24,31,0.000027,0.000006,0.000022,0.000015,0.000016,0.000022,0.000027,1.000000,1.000000,1.000000,1.000000,1.000000,1.000000,1.000000,1.260870,1.000000,1.040000,1.333333,1.000000,1.142857,1.068966,27,8,26,18,19,24,31,1.478261,1.000000,1.120000,1.533333,1.000000,1.142857,1.068966,23,8,25,15,19,21,29,20.5
8,25,14,19,21,29,21,8,22,12,16,21,18,16,0.000014,0.000044,0.000031,0.000033,0.000046,0.000057,0.000035,1.000000,1.000000,0.933333,1.000000,1.000000,1.000000,1.000000,8,28,19,19,24,31,21,0.000006,0.000022,0.000015,0.000016,0.000022,0.000027,0.000017,1.000000,1.000000,1.000000,1.000000,1.000000,1.000000,1.000000,1.000000,1.040000,1.333333,1.000000,1.142857,1.068966,1.000000,8,26,18,19,24,31,20,1.000000,1.120000,1.533333,1.000000,1.142857,1.068966,1.000000,8,25,15,19,21,29,21,21.0
14,19,21,29,21,20,22,12,16,21,18,16,20,16,0.000031,0.000033,0.000046,0.000057,0.000035,0.000044,0.000031,0.933333,1.000000,1.000000,1.000000,1.000000,1.000000,1.000000,19,19,24,31,21,40,22,0.000015,0.000016,0.000022,0.000027,0.000017,0.000032,0.000018,1.000000,1.000000,1.000000,1.000000,1.000000,1.000000,1.000000,1.333333,1.000000,1.142857,1.068966,1.000000,1.300000,1.000000,18,19,24,31,20,26,18,1.533333,1.000000,1.142857,1.068966,1.000000,2.000000,1.000000,15,19,21,29,21,20,22,19.0
17,18,10,14,20,19,19,20,11,11,12,15,15,17,0.000047,0.000028,0.000023,0.000023,0.000033,0.000031,0.000039,1.000000,1.000000,1.000000,1.000000,1.000000,1.000000,1.000000,29,18,14,15,20,19,22,0.000025,0.000015,0.000011,0.000012,0.000016,0.000016,0.000020,1.000000,1.000000,1.000000,1.000000,1.000000,1.000000,1.000000,1.647059,1.000000,1.400000,1.071429,1.000000,1.000000,1.105263,25,16,14,14,20,18,20,1.705882,1.000000,1.400000,1.071429,1.000000,1.000000,1.157895,17,18,10,14,20,19,19,15.5
18,10,14,20,19,19,13,11,11,12,15,15,17,8,0.000028,0.000023,0.000023,0.000033,0.000031,0.000039,0.000026,1.000000,1.000000,1.000000,1.000000,1.000000,1.000000,1.000000,18,14,15,20,19,22,14,0.000015,0.000011,0.000012,0.000016,0.000016,0.000020,0.000013,1.000000,1.000000,1.000000,1.000000,1.000000,1.000000,1.000000,1.000000,1.400000,1.071429,1.000000,1.000000,1.105263,1.076923,16,14,14,20,18,20,13,1.000000,1.400000,1.071429,1.000000,1.000000,1.157895,1.076923,18,10,14,20,19,19,13,11.0
10,14,20,19,19,13,18,11,12,15,15,17,8,16,0.000023,0.000023,0.000033,0.000031,0.000039,0.000026,0.000031,1.000000,1.000000,1.000000,1.000000,1.000000,1.000000,1.000000,14,15,20,19,22,14,19,0.000011,0.000012,0.000016,0.000016,0.000020,0.000013,0.000014,1.000000,1.000000,1.000000,1.000000,1.000000,1.000000,1.000000,1.400000,1.071429,1.000000,1.000000,1.105263,1.076923,1.055556,14,14,20,18,20,13,19,1.400000,1.071429,1.000000,1.000000,1.157895,1.076923,1.055556,10,14,20,19,19,13,18,6.5
13,18,4,9,13,31,17,8,16,1,7,13,29,15,0.000026,0.000031,0.000007,0.000015,0.000024,0.000054,0.000033,1.000000,1.000000,1.000000,1.000000,1.000000,1.000000,1.000000,14,19,4,11,14,33,21,0.000013,0.000014,0.000003,0.000009,0.000011,0.000025,0.000018,1.000000,1.000000,1.000000,1.000000,1.000000,1.000000,1.000000,1.076923,1.055556,1.000000,1.111111,1.076923,1.032258,1.176471,13,19,4,9,14,32,18,1.076923,1.055556,1.000000,1.222222,1.076923,1.064516,1.235294,13,18,4,9,13,31,17,24.5
4,9,13,31,17,16,32,1,7,13,29,15,17,21,0.000007,0.000015,0.000024,0.000054,0.000033,0.000032,0.000048,1.000000,1.000000,1.000000,1.000000,1.000000,0.941176,1.000000,4,11,14,33,21,23,34,0.000003,0.000009,0.000011,0.000025,0.000018,0.000019,0.000026,1.000000,1.000000,1.000000,1.000000,1.000000,1.000000,1.000000,1.000000,1.111111,1.076923,1.032258,1.176471,1.176471,1.062500,4,9,14,32,18,18,29,1.000000,1.222222,1.076923,1.064516,1.235294,1.411765,1.062500,4,9,13,31,17,17,32,20.5
9,13,31,17,16,32,13,7,13,29,15,17,21,12,0.000015,0.000024,0.000054,0.000033,0.000032,0.000048,0.000021,1.000000,1.000000,1.000000,1.000000,0.941176,1.000000,1.000000,11,14,33,21,23,34,13,0.000009,0.000011,0.000025,0.000018,0.000019,0.000026,0.000010,1.000000,1.000000,1.000000,1.000000,1.000000,1.000000,1.000000,1.111111,1.076923,1.032258,1.176471,1.176471,1.062500,1.000000,9,14,32,18,18,29,13,1.222222,1.076923,1.064516,1.235294,1.411765,1.062500,1.000000,9,13,31,17,17,32,13,19.5
17,16,32,13,28,11,42,15,17,21,12,19,10,38,0.000033,0.000032,0.000048,0.000021,0.000044,0.000021,0.000067,1.000000,0.941176,1.000000,1.000000,1.000000,1.000000,1.000000,21,23,34,13,29,15,42,0.000018,0.000019,0.000026,0.000010,0.000022,0.000011,0.000031,1.000000,1.000000,1.000000,1.000000,1.000000,1.000000,1.000000,1.176471,1.176471,1.062500,1.000000,1.035714,1.181818,1.000000,18,18,29,13,27,13,41,1.235294,1.411765,1.062500,1.000000,1.035714,1.363636,1.000000,17,17,32,13,28,11,42,21.0
16,32,13,28,11,42,26,17,21,12,19,10,38,10,0.000032,0.000048,0.000021,0.000044,0.000021,0.000067,0.000032,0.941176,1.000000,1.000000,1.000000,1.000000,1.000000,1.000000,23,34,13,29,15,42,27,0.000019,0.000026,0.000010,0.000022,0.000011,0.000031,0.000022,1.000000,1.000000,1.000000,1.000000,1.000000,1.000000,1.000000,1.176471,1.062500,1.000000,1.035714,1.181818,1.000000,1.038462,18,29,13,27,13,41,18,1.411765,1.062500,1.000000,1.035714,1.363636,1.000000,1.038462,17,32,13,28,11,42,26,13.5
26,16,11,11,13,44,14,10,14,8,8,9,27,14,0.000032,0.000030,0.000021,0.000020,0.000025,0.000071,0.000025,1.000000,1.000000,1.000000,1.000000,1.000000,1.000000,1.000000,27,19,16,11,14,45,15,0.000022,0.000015,0.000012,0.000009,0.000012,0.000035,0.000012,1.000000,1.000000,1.000000,1.000000,1.000000,1.000000,1.000000,1.038462,1.062500,1.181818,1.000000,1.076923,1.022727,1.071429,18,17,13,11,14,44,15,1.038462,1.187500,1.454545,1.000000,1.076923,1.022727,1.071429,26,16,11,11,13,44,14,20.5
11,11,13,44,14,14,27,8,8,9,27,14,12,20,0.000021,0.000020,0.000025,0.000071,0.000025,0.000025,0.000049,1.000000,1.000000,1.000000,1.000000,1.000000,1.000000,1.000000,16,11,14,45,15,16,28,0.000012,0.000009,0.000012,0.000035,0.000012,0.000014,0.000023,1.000000,1.000000,1.000000,1.000000,1.000000,1.000000,1.000000,1.181818,1.000000,1.076923,1.022727,1.071429,1.071429,1.037037,13,11,14,44,15,14,28,1.454545,1.000000,1.076923,1.022727,1.071429,1.142857,1.037037,11,11,13,44,14,14,27,17.5
11,13,44,14,14,27,18,8,9,27,14,12,20,14,0.000020,0.000025,0.000071,0.000025,0.000025,0.000049,0.000029,1.000000,1.000000,1.000000,1.000000,1.000000,1.000000,1.000000,11,14,45,15,16,28,19,0.000009,0.000012,0.000035,0.000012,0.000014,0.000023,0.000014,1.000000,1.000000,1.000000,1.000000,1.000000,1.000000,1.000000,1.000000,1.076923,1.022727,1.071429,1.071429,1.037037,1.055556,11,14,44,15,14,28,18,1.000000,1.076923,1.022727,1.071429,1.142857,1.037037,1.055556,11,13,44,14,14,27,18,26.0
14,14,27,18,17,35,50,14,12,20,14,13,22,37,0.000025,0.000025,0.000049,0.000029,0.000027,0.000054,0.000085,1.000000,1.000000,1.000000,1.000000,1.000000,1.000000,0.980392,15,16,28,19,18,39,52,0.000012,0.000014,0.000023,0.000014,0.000014,0.000030,0.000042,1.000000,1.000000,1.000000,1.000000,1.000000,1.000000,1.000000,1.071429,1.071429,1.037037,1.055556,1.058824,1.114286,1.117647,15,14,28,18,17,33,50,1.071429,1.142857,1.037037,1.055556,1.058824,1.114286,1.117647,14,14,27,18,17,35,51,66.5
14,27,18,17,35,50,80,12,20,14,13,22,37,53,0.000025,0.000049,0.000029,0.000027,0.000054,0.000085,0.000132,1.000000,1.000000,1.000000,1.000000,1.000000,0.980392,1.000000,16,28,19,18,39,52,86,0.000014,0.000023,0.000014,0.000014,0.000030,0.000042,0.000070,1.000000,1.000000,1.000000,1.000000,1.000000,1.000000,1.000000,1.071429,1.037037,1.055556,1.058824,1.114286,1.117647,1.075000,14,28,18,17,33,50,76,1.142857,1.037037,1.055556,1.058824,1.114286,1.117647,1.075000,14,27,18,17,35,51,80,36.5
27,18,17,35,50,80,53,20,14,13,22,37,53,33,0.000049,0.000029,0.000027,0.000054,0.000085,0.000132,0.000087,1.000000,1.000000,1.000000,1.000000,0.980392,1.000000,1.000000,28,19,18,39,52,86,57,0.000023,0.000014,0.000014,0.000030,0.000042,0.000070,0.000048,1.000000,1.000000,1.000000,1.000000,1.000000,1.000000,1.000000,1.037037,1.055556,1.058824,1.114286,1.117647,1.075000,1.075472,28,18,17,33,50,76,49,1.037037,1.055556,1.058824,1.114286,1.117647,1.075000,1.075472,27,18,17,35,51,80,53,21.5
18,17,35,50,80,53,20,14,13,22,37,53,33,13,0.000029,0.000027,0.000054,0.000085,0.000132,0.000087,0.000035,1.000000,1.000000,1.000000,0.980392,1.000000,1.000000,1.000000,19,18,39,52,86,57,20,0.000014,0.000014,0.000030,0.000042,0.000070,0.000048,0.000016,1.000000,1.000000,1.000000,1.000000,1.000000,1.000000,1.000000,1.055556,1.058824,1.114286,1.117647,1.075000,1.075472,1.000000,18,17,33,50,76,49,20,1.055556,1.058824,1.114286,1.117647,1.075000,1.075472,1.000000,18,17,35,51,80,53,20,18.5
23,14,0,12,15,30,29,15,12,0,8,13,13,24,0.000040,0.000029,0.000000,0.000019,0.000026,0.000041,0.000053,1.000000,1.000000,0.000000,1.000000,1.000000,1.000000,1.000000,31,22,0,12,20,32,30,0.000024,0.000017,0.000000,0.000009,0.000015,0.000027,0.000025,1.000000,1.000000,0.000000,1.000000,1.000000,1.000000,1.000000,1.086957,1.285714,0.000000,1.000000,1.133333,1.066667,1.034483,24,18,0,12,16,23,30,1.347826,1.571429,0.000000,1.000000,1.333333,1.066667,1.034483,23,14,0,12,15,30,29,9.5
14,0,12,15,30,29,9,12,0,8,13,13,24,11,0.000029,0.000000,0.000019,0.000026,0.000041,0.000053,0.000019,1.000000,0.000000,1.000000,1.000000,1.000000,1.000000,1.000000,22,0,12,20,32,30,12,0.000017,0.000000,0.000009,0.000015,0.000027,0.000025,0.000009,1.000000,0.000000,1.000000,1.000000,1.000000,1.000000,1.000000,1.285714,0.000000,1.000000,1.133333,1.066667,1.034483,1.333333,18,0,12,16,23,30,12,1.571429,0.000000,1.000000,1.333333,1.066667,1.034483,1.333333,14,0,12,15,30,29,9,10.5
2,1,2,1,3,1,3,2,1,2,1,3,1,3,0.000002,0.000001,0.000002,0.000001,0.000003,0.000001,0.000004,1.000000,1.000000,1.000000,1.000000,1.000000,1.000000,1.000000,2,1,2,1,3,1,3,0.000001,0.000001,0.000001,0.000001,0.000002,0.000001,0.000002,1.000000,1.000000,1.000000,1.000000,1.000000,1.000000,1.000000,1.000000,1.000000,1.000000,1.000000,1.000000,1.000000,1.000000,2,1,2,1,3,1,3,1.000000,1.000000,1.000000,1.000000,1.000000,1.000000,1.000000,2,1,2,1,3,1,3,3.0
1,2,1,3,1,3,5,1,2,1,3,1,3,5,0.000001,0.000002,0.000001,0.000003,0.000001,0.000004,0.000006,1.000000,1.000000,1.000000,1.000000,1.000000,1.000000,1.000000,1,2,1,3,1,3,5,0.000001,0.000001,0.000001,0.000002,0.000001,0.000002,0.000003,1.000000,1.000000,1.000000,1.000000,1.000000,1.000000,1.000000,1.000000,1.000000,1.000000,1.000000,1.000000,1.000000,1.000000,1,2,1,3,1,3,5,1.000000,1.000000,1.000000,1.000000,1.000000,1.000000,1.000000,1,2,1,3,1,3,5,1.0
2,1,3,1,3,5,1,2,1,3,1,3,5,1,0.000002,0.000001,0.000003,0.000001,0.000004,0.000006,0.000001,1.000000,1.000000,1.000000,1.000000,1.000000,1.000000,1.000000,2,1,3,1,3,5,1,0.000001,0.000001,0.000002,0.000001,0.000002,0.000003,0.000000,1.000000,1.000000,1.000000,1.000000,1.000000,1.000000,1.000000,1.000000,1.000000,1.000000,1.000000,1.000000,1.000000,1.000000,2,1,3,1,3,5,1,1.000000,1.000000,1.000000,1.000000,1.000000,1.000000,1.000000,2,1,3,1,3,5,1,0.5
1,1,1,1,1,1,3,1,1,1,1,1,1,3,0.000001,0.000001,0.000001,0.000001,0.000001,0.000001,0.000004,1.000000,1.000000,1.000000,1.000000,1.000000,1.000000,1.000000,1,1,1,1,1,1,3,0.000001,0.000001,0.000001,0.000001,0.000001,0.000001,0.000002,1.000000,1.000000,1.000000,1.000000,1.000000,1.000000,1.000000,1.000000,1.000000,1.000000,1.000000,1.000000,1.000000,1.000000,1,1,1,1,1,1,3,1.000000,1.000000,1.000000,1.000000,1.000000,1.000000,1.000000,1,1,1,1,1,1,3,2.5
